id,Weight_PID,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,xparent,Q1_1,Q1_2,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q5,Q6,Q260,Q26a,QPID,ABCAGE,Contact
258570520,.8169,English,qualified,58,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Wrong direction,Somewhat important,Not so important,Very important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Neither,Democrats,Neither,Would make no difference in your vote,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,50-64,"Yes, I am willing to be interviewed"
258570521,1.3546,English,qualified,32,Some college or Associate degree,Some college,Male,Hispanic,2,"$50,000 to $74,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Neither,Democrats,Democrats,Democrats,Neither,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,Other non-Christian religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
258570522,.6456,English,qualified,61,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Rented for cash,Florida,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Somewhat important,Not so important,Somewhat important,Not so important,Not important at all,Somewhat important,Not important at all,Very important,Somewhat important,Very important,Not so important,Republicans,Neither,Democrats,Neither,Neither,Democrats,Neither,Neither,Neither,Neither,Democrats,More likely to vote for the Republican candidate in that election,More likely to vote for the Democratic candidate in that election,No religion, ,An Independent,50-64,"No, I am not willing to be interviewed"
258570523,1.1918,English,qualified,18,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",4,"$100,000 to $149,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Texas,Full Time Student,Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Somewhat important,Somewhat important,Very important,Not so important,Not so important,Very important,Very important,Not so important,Not so important,Very important,Somewhat important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,Catholic,No,A Democrat,18-29,"No, I am not willing to be interviewed"
258570524,1.3503,English,qualified,53,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Divorced,Non-Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Somewhat important,Very important,Not important at all,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Republican,50-64,"Yes, I am willing to be interviewed"
258570525,1.0412,English,qualified,55,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Retired,Working part-time,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Not so important,Very important,Very important,Somewhat important,Not so important,Somewhat important,Not so important,Very important,Somewhat important,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Neither,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would make no difference in your vote,Catholic,No,An Independent,50-64,"No, I am not willing to be interviewed"
258570526,1.4245,English,qualified,42,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Non-Metro,West,Owned or being bought by you or someone in your household,California,Other,Working part-time,not parents of children 0-17 YO,Favorable,No opinion,Wrong direction,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Neither,Would not vote,Would not vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,Something else,30-49,"No, I am not willing to be interviewed"
258570527,.9717,English,qualified,64,Some college or Associate degree,Some college,Female,"Other, Non-Hispanic",1,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Skipped,Skipped,Democrats,Skipped,Democrats,Democrats,Skipped,Democrats,Democrats,Skipped,Skipped,Skipped,Skipped,Other Christian religion,Yes,A Republican,50-64,"No, I am not willing to be interviewed"
258570528,.8218,English,qualified,33,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Not so important,Not important at all,Very important,Not so important,Not so important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Democrats,Would make no difference in your vote,Would make no difference in your vote,No religion, ,A Democrat,30-49,"No, I am not willing to be interviewed"
258570529,.7988,English,qualified,54,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",1,"Less than $10,000",Never married,Metro,NorthEast,Rented for cash,Pennsylvania,Other,Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Both,Democrats,Republicans,Republicans,Republicans,Both,Neither,Both,Both,Both,Neither,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Democrat,50-64,"Yes, I am willing to be interviewed"
258570530,.8518,English,qualified,81,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,Unfavorable,Favorable,Right direction,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Very important,Very important,Democrats,Neither,Democrats,Neither,Neither,Democrats,Democrats,Both,Neither,Neither,Democrats,Less likely to vote for the Republican candidate in that election,Would make no difference in your vote,No religion, ,A Democrat,65+,"Yes, I am willing to be interviewed"
258570531,1.5317,English,qualified,19,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",1,"$25,000 to $49,999",Never married,Non-Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Employed part-time (by someone else),Not working,not parents of children 0-17 YO,Favorable,Unfavorable,Wrong direction,Very important,Somewhat important,Not so important,Very important,Very important,Not so important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Republicans,Would make no difference in your vote,Would not vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",Yes,A Republican,18-29,"Yes, I am willing to be interviewed"
258570532,.7766,English,qualified,25,Bachelor’s degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",3,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Virginia,Other,Not working,not parents of children 0-17 YO,Unfavorable,Unfavorable,Wrong direction,Very important,Somewhat important,Somewhat important,Very important,Not so important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Neither,Neither,Democrats,Neither,Republicans,Democrats,Democrats,Neither,Neither,Neither,Democrats,Would make no difference in your vote,Would make no difference in your vote,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Ch",No,An Independent,18-29,"Yes, I am willing to be interviewed"
